Date,Country,State,Gender,Count
01/12/2015,Australia,TAS,Male,483
01/12/2015,Australia,VIC,Female,422
01/12/2015,Australia,VIC,Male,5880
01/12/2015,Australia,WA,Female,517
01/12/2015,Australia,WA,Male,5208
01/03/2016,Australia,ACT,Female,26
01/03/2016,Australia,ACT,Male,387
01/03/2016,Australia,NSW,Female,901
01/03/2016,Australia,NSW,Male,11491
01/03/2016,Australia,NT,Female,142
01/03/2016,Australia,NT,Male,1587
01/03/2016,Australia,QLD,Female,676
01/03/2016,Australia,QLD,Male,7006
01/03/2016,Australia,SA,Female,173
01/03/2016,Australia,SA,Male,2680
01/03/2016,Australia,TAS,Female,48
01/03/2016,Australia,TAS,Male,487
01/03/2016,Australia,VIC,Female,436
01/03/2016,Australia,VIC,Male,5951
01/03/2016,Australia,WA,Female,538
01/03/2016,Australia,WA,Male,5301
01/06/2016,Australia,ACT,Female,27
01/06/2016,Australia,ACT,Male,381
01/06/2016,Australia,NSW,Female,940
01/06/2016,Australia,NSW,Male,11703
01/06/2016,Australia,NT,Female,128
01/06/2016,Australia,NT,Male,1569
01/06/2016,Australia,QLD,Female,683
01/06/2016,Australia,QLD,Male,7070
01/06/2016,Australia,SA,Female,191
01/06/2016,Australia,SA,Male,2797
01/06/2016,Australia,TAS,Female,49
01/06/2016,Australia,TAS,Male,504
01/06/2016,Australia,VIC,Female,436
01/06/2016,Australia,VIC,Male,6021
01/06/2016,Australia,WA,Female,607
01/06/2016,Australia,WA,Male,5535
01/09/2016,Australia,ACT,Female,28
01/09/2016,Australia,ACT,Male,400
01/09/2016,Australia,NSW,Female,967
01/09/2016,Australia,NSW,Male,11756
01/09/2016,Australia,NT,Female,124
01/09/2016,Australia,NT,Male,1504
01/09/2016,Australia,QLD,Female,689
01/09/2016,Australia,QLD,Male,7082
01/09/2016,Australia,SA,Female,189
01/09/2016,Australia,SA,Male,2755
01/09/2016,Australia,TAS,Female,56
01/09/2016,Australia,TAS,Male,523
01/09/2016,Australia,VIC,Female,433
01/09/2016,Australia,VIC,Male,6165
01/09/2016,Australia,WA,Female,622
01/09/2016,Australia,WA,Male,5699
01/12/2016,Australia,ACT,Female,26
01/12/2016,Australia,ACT,Male,411
01/12/2016,Australia,NSW,Female,1013
01/12/2016,Australia,NSW,Male,11792
01/12/2016,Australia,NT,Female,115
01/12/2016,Australia,NT,Male,1480
01/12/2016,Australia,QLD,Female,741
01/12/2016,Australia,QLD,Male,7287
01/12/2016,Australia,SA,Female,205
01/12/2016,Australia,SA,Male,2779
01/12/2016,Australia,TAS,Female,51
01/12/2016,Australia,TAS,Male,542
01/12/2016,Australia,VIC,Female,443
01/12/2016,Australia,VIC,Male,6333
01/12/2016,Australia,WA,Female,612
01/12/2016,Australia,WA,Male,5696
